topic,questionText,correctAnswer
Spring Cloud,What is Spring Cloud Config Server?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: config server, cloud config, config, server"
Spring Cloud,What is Spring Cloud Bus?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: cloud bus, bus, spring cloud, cloud"
Spring Cloud,What is Netflix Eureka?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: eureka, netflix eureka, netflix, does differ"
Spring Cloud,What is Service Discovery?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: discovery, service discovery, service, does docker"
Spring Cloud,What is Ribbon in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: ribbon, ribbon spring, spring cloud, cloud"
Spring Cloud,What is Feign Client in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: feign client, client spring, feign, client"
Spring Cloud,What is the difference between Feign and RestTemplate?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: difference feign, resttemplate, feign resttemplate, feign"
Spring Cloud,What is Hystrix in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: hystrix spring, hystrix, spring cloud, cloud"
Spring Cloud,What is a Circuit Breaker pattern?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: breaker pattern, circuit breaker, breaker, circuit"
Spring Cloud,What is Resilience4j?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: resilience4j, zuul spring, docker, does entity"
Spring Cloud,What is Spring Cloud Gateway?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: cloud gateway, gateway, spring cloud, cloud"
Spring Cloud,What is the difference between Zuul and Spring Cloud Gateway?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: zuul spring, difference zuul, zuul, cloud gateway"
Spring Cloud,What is API Gateway in microservices?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: gateway microservices, api gateway, gateway, api"
Spring Cloud,What is distributed tracing in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: tracing spring, distributed tracing, tracing, distributed"
Spring Cloud,What is Sleuth in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: sleuth spring, sleuth, spring cloud, cloud"
Spring Cloud,What is Zipkin in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: zipkin spring, zipkin, spring cloud, cloud"
Spring Cloud,What is Config Client in Spring Cloud?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: config client, client spring, config, client"
Spring Cloud,What is Spring Cloud Stream?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: cloud stream, stream, spring cloud, cloud"
Spring Cloud,What is Spring Cloud Contract?,"Eureka; Config Server; Gateway; Circuit Breaker; Sleuth/Zipkin; centralized config | keywords: cloud contract, contract, spring cloud, cloud"
Microservices,What is Event Sourcing pattern?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: sourcing, sourcing pattern, event sourcing, event"
Microservices,What is CQRS pattern?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: cqrs, cqrs pattern, pattern, zuul spring"
Microservices,What is Saga pattern in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: pattern microservices, saga pattern, saga, pattern"
Microservices,What is distributed transaction in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: distributed transaction, transaction microservices, transaction, distributed"
Microservices,What is idempotency in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: idempotency microservices, idempotency, microservices, does relate"
Microservices,What is eventual consistency in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: consistency microservices, eventual consistency, eventual, consistency"
Microservices,What is polyglot persistence?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: polyglot persistence, polyglot, persistence, does hashset"
Microservices,What is the difference between monolith and microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: difference monolith, monolith, monolith microservices, microservices"
Microservices,What is API composition in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: composition microservices, api composition, composition, api"
Microservices,What is the difference between synchronous and asynchronous communication?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: asynchronous communication, synchronous asynchronous, difference synchronous, synchronous"
Microservices,What is a sidecar pattern?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: sidecar pattern, sidecar, pattern, zuul spring"
Microservices,What is a strangler fig pattern?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: fig pattern, strangler fig, fig, strangler"
Microservices,What is service registry?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: registry, service registry, service, does secure"
Microservices,What is the difference between service discovery and load balancing?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: discovery load, difference service, discovery, service discovery"
Microservices,What is centralized logging in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: logging microservices, centralized logging, centralized, logging"
Microservices,What is distributed tracing and why is it needed?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: tracing needed, needed, distributed tracing, tracing"
Microservices,What tools are used for distributed tracing?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: used distributed, tools used, distributed tracing, tracing"
Microservices,What is the role of API Gateway in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: role api, gateway microservices, api gateway, gateway"
Microservices,How do you secure communication between microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: communication microservices, secure communication, communication, secure"
Microservices,What are common pitfalls of microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: pitfalls microservices, pitfalls, common pitfalls, common"
Microservices,How do you migrate from monolithic to microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: migrate monolithic, migrate, monolithic microservices, monolithic"
Microservices,What is contract testing in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: testing microservices, contract testing, contract, testing"
Microservices,What is consumer-driven contract testing?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: driven contract, consumer driven, contract testing, contract"
Microservices,How do you monitor microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: monitor microservices, monitor, microservices, does entity"
Microservices,What tools are used for monitoring microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: monitoring microservices, used monitoring, tools used, tools"
Microservices,What is centralized configuration and how is it managed?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: configuration managed, managed, centralized configuration, centralized"
Microservices,What is service orchestration?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: service orchestration, orchestration, service, does secure"
Microservices,What is service choreography?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: service choreography, choreography, service, docker compose"
Microservices,What are circuit breakers vs retries?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: vs retries, breakers vs, circuit breakers, breakers"
Microservices,What is fallback mechanism in microservices?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: mechanism microservices, fallback, fallback mechanism, mechanism"
Microservices,What is database-per-service pattern?,"API Gateway; service discovery; Saga/CQRS; idempotency; observability; eventual consistency | keywords: database service, service pattern, database, service"
Java / JavaScript,What is the difference between Java and JavaScript?,"keywords: difference java, java javascript, javascript, java"
Java / JavaScript,Can Java be used for frontend development?,"keywords: java used, frontend development, used frontend, development"
Java / JavaScript,What are similarities between Java and JavaScript?,"keywords: similarities, similarities java, java javascript, javascript"
Java / Spring Boot,Why is Spring Boot preferred over Spring?,"keywords: spring, preferred spring, boot preferred, preferred"
Java / Spring Boot,How do you create a REST API in Spring Boot?,"keywords: create rest, api spring, rest api, create"
Java / Spring Boot,What is the difference between SOAP and REST?,"keywords: soap rest, difference soap, soap, rest"
Java / Spring Boot,What is HATEOAS in REST APIs?,"keywords: hateoas rest, hateoas, rest apis, apis"
Java / Spring Boot,What is idempotency in REST APIs?,"keywords: idempotency rest, idempotency, rest apis, apis"
Java / Spring Boot,What are safe methods in HTTP?,"keywords: safe methods, methods http, safe, methods"
Java / Spring Boot,What are idempotent methods in HTTP?,"keywords: idempotent methods, methods http, idempotent, methods"
Java / Spring Boot,What is the difference between PUT and PATCH?,"keywords: difference patch, patch, difference, does java"
Java / Spring Boot,What are HTTP status codes?,"keywords: http status, status, status codes, codes"
Java / Spring Boot,What is the difference between 401 and 403 error codes?,"keywords: error codes, difference 401, 403 error, 401 403"
Java / Spring Boot,What is CORS error and how do you fix it?,"keywords: fix, cors error, error fix, cors"
Java / Spring Boot,What is versioning in REST APIs?,"keywords: versioning rest, versioning, rest apis, apis"
Java / Spring Boot,What is rate limiting in REST APIs?,"keywords: limiting rest, rate limiting, limiting, rate"
Java / Spring Boot,What is API Gateway?,"keywords: api gateway, gateway, api, zuul spring"
Messaging,What is messaging in microservices?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: messaging microservices, messaging, microservices, does prevent"
Messaging,What is RabbitMQ?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: rabbitmq, zuul spring, does differ, does entity"
Messaging,What is Kafka?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: kafka, zuul spring, does docker, does executorservice"
Messaging,What is the difference between RabbitMQ and Kafka?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: rabbitmq kafka, difference rabbitmq, rabbitmq, kafka"
Messaging,What is JMS (Java Messaging Service)?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: jms, messaging service, java messaging, jms java"
Messaging,What is the difference between point-to-point and publish-subscribe messaging?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: point, subscribe messaging, publish subscribe, point point"
Messaging,What is a message queue?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: message queue, message, queue, does lazy"
Messaging,What is the difference between synchronous and asynchronous messaging?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: asynchronous messaging, synchronous asynchronous, difference synchronous, messaging"
Messaging,What is message durability in RabbitMQ?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: durability, message durability, durability rabbitmq, rabbitmq"
Messaging,What is topic exchange vs direct exchange in RabbitMQ?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: exchange, direct, direct exchange, exchange vs"
Messaging,What is Kafka partition?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: kafka partition, partition, kafka, does lazy"
Messaging,What is Kafka offset?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: kafka offset, offset, kafka, zuul spring"
Messaging,What is Kafka consumer group?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: consumer group, kafka consumer, group, consumer"
Messaging,What is Kafka producer vs consumer?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: producer vs, vs consumer, kafka producer, producer"
Messaging,What is Kafka broker?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: kafka broker, broker, kafka, zuul spring"
Messaging,What is Kafka Zookeeper?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: zookeeper, kafka zookeeper, kafka, zuul spring"
Messaging,What is Kafka Streams?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: kafka streams, kafka, streams, does java"
Messaging,What is Kafka Connect?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: kafka connect, connect, kafka, does java"
Messaging,What is Kafka exactly-once semantics?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: exactly semantics, kafka exactly, exactly, semantics"
Messaging,What is dead-letter queue (DLQ)?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: dlq, queue dlq, letter queue, dead"
Messaging,What is retry mechanism in messaging?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: mechanism messaging, retry mechanism, mechanism, retry"
Messaging,How do you ensure message ordering in Kafka?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: message ordering, ordering, ensure message, ordering kafka"
Messaging,What is message replay in Kafka?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: message replay, replay kafka, replay, message"
Messaging,What is idempotency in messaging?,"Kafka topics/partitions; consumer groups; offsets; DLQ; idempotency; exactly?once | keywords: idempotency messaging, idempotency, messaging, does prevent"
API & Web,What is an API?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: api, zuul spring, does entity, does executorservice"
API & Web,What is REST API?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: rest api, rest, api, does java"
API & Web,What is SOAP API?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: soap api, soap, api, zuul spring"
API & Web,What is the difference between REST and SOAP?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: rest soap, difference rest, soap, rest"
API & Web,What is GraphQL?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: graphql, zuul spring, does java, does entity"
API & Web,What is the difference between REST and GraphQL?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: rest graphql, difference rest, graphql, rest"
API & Web,What is gRPC?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: grpc, zuul spring, does java, does entity"
API & Web,What is the difference between gRPC and REST?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: grpc rest, difference grpc, grpc, rest"
API & Web,What are WebSockets?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: websockets, does copyonwritearraylist, does docker, does entity"
API & Web,What is the difference between WebSockets and HTTP?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: difference websockets, websockets http, websockets, http"
API & Web,What is Server-Sent Events (SSE)?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: events sse, server sent, sse, sent"
API & Web,What is long polling in web communication?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: web communication, polling web, polling, long"
API & Web,What is API throttling?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: api throttling, throttling, api, zuul spring"
API & Web,What is API caching?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: api caching, caching, api, does docker"
API & Web,What is HATEOAS in REST?,"REST verbs; idempotency; 2xx/4xx/5xx; resources; HATEOAS; pagination; versioning | keywords: hateoas rest, hateoas, rest, does help"
Frontend (Performance),What is lazy loading in frontend?,"keywords: loading frontend, lazy loading, loading, lazy"
Frontend (Performance),What is code splitting in frontend?,"keywords: splitting frontend, code splitting, splitting, code"
Frontend (Performance),What is tree shaking in JavaScript?,"keywords: shaking javascript, tree shaking, shaking, javascript"
Frontend (Performance),"What are web performance metrics (LCP, FID, CLS)?","keywords: lcp, performance metrics, lcp fid, web performance"
Frontend (Performance),What is caching and why is it important?,"keywords: caching important, important, caching, zuul spring"
Frontend (Performance),What is a Content Delivery Network (CDN)?,"keywords: content delivery, delivery network, network cdn, content"
Frontend (Performance),What is image optimization in frontend?,"keywords: image optimization, optimization frontend, image, frontend"
Frontend (Performance),What is critical rendering path in frontend?,"keywords: path frontend, critical, critical rendering, rendering path"
Frontend (Performance),What is preloading and prefetching in frontend?,"keywords: prefetching frontend, prefetching, preloading prefetching, preloading"
Frontend (Performance),What is minification and bundling?,"keywords: bundling, minification bundling, minification, zuul spring"
Frontend (Performance),What is Time to First Byte (TTFB)?,"keywords: ttfb, byte ttfb, byte, time byte"
Frontend (Performance),What is DOMContentLoaded vs load event?,"keywords: load event, domcontentloaded, vs load, domcontentloaded vs"
Frontend (Performance),What is difference between async and defer in script loading?,"keywords: defer script, async defer, script, script loading"
Frontend (Performance),What is browser caching?,"keywords: browser caching, browser, caching, does prevent"
Frontend (Performance),What is service worker caching strategy?,"keywords: worker caching, caching strategy, worker, service worker"
General,What is functional programming?,"keywords: functional programming, programming, functional, does java"
General,What is difference between functional and OOP?,"keywords: functional oop, difference functional, oop, functional"
General,What is recursion?,"keywords: recursion, zuul spring, does improve, does docker"
General,What is divide and conquer algorithm?,"keywords: conquer algorithm, divide conquer, divide, conquer"
General,What is dynamic programming?,"keywords: dynamic programming, programming, dynamic, does java"
General,What is memoization?,"keywords: memoization, zuul spring, dom xss, does executorservice"
General,What is greedy algorithm?,"keywords: greedy algorithm, greedy, algorithm, zuul spring"
General,What is backtracking algorithm?,"keywords: backtracking algorithm, backtracking, algorithm, zuul spring"
General,What is Big-O notation?,"keywords: big, big notation, notation, does lazy"
General,What is time complexity vs space complexity?,"keywords: complexity, time complexity, complexity vs, vs space"
General,What is NP problem in computer science?,"keywords: problem computer, computer, np problem, science"
General,What is NP-complete vs NP-hard?,"keywords: np complete, complete vs, vs np"
General,What is hashing?,"keywords: hashing, zuul spring, does differ, does entity"
General,What is load factor in hashing?,"keywords: factor hashing, load factor, factor, hashing"
General,What is collision in hashing?,"keywords: collision, collision hashing, hashing, zuul spring"
General,What is open addressing in hashing?,"keywords: addressing hashing, addressing, open addressing, open"
General,What is separate chaining in hashing?,"keywords: chaining hashing, separate chaining, separate, chaining"
General,What is Bloom filter?,"keywords: bloom filter, bloom, filter, zuul spring"
General,What is consistent hashing?,"keywords: consistent, consistent hashing, hashing, zuul spring"
General,What is CAP theorem?,"keywords: cap, cap theorem, theorem, zuul spring"
General,What is BASE in distributed systems?,"keywords: base distributed, base, distributed systems, systems"
General,What is difference between horizontal and vertical scaling?,"keywords: horizontal vertical, difference horizontal, vertical scaling, vertical"
General,What is sharding in databases?,"keywords: sharding databases, sharding, databases, does executorservice"
General,What is replication?,"keywords: replication, zuul spring, does java, does entity"
Data Structures,What is an array?,"keywords: array, zuul spring, does differ, does entity"
Data Structures,What is a linked list?,"keywords: linked list, linked, list, does spring"
Data Structures,What is a stack?,"keywords: stack, zuul spring, does copyonwritearraylist, does docker"
Data Structures,What is a queue?,"keywords: queue, zuul spring, does java, does entity"
Data Structures,What is the difference between stack and queue?,"keywords: stack queue, difference stack, stack, queue"
Data Structures,What is a priority queue?,"keywords: priority queue, priority, queue, zuul spring"
Data Structures,What is a deque (double-ended queue)?,"keywords: ended, deque, deque double, double ended"
Data Structures,What is a binary tree?,"keywords: binary tree, binary, tree, zuul spring"
Data Structures,What is a binary search tree?,"keywords: search tree, binary search, search, binary"
Data Structures,What is a balanced binary tree?,"keywords: balanced, balanced binary, binary tree, binary"
Data Structures,What is AVL tree?,"keywords: avl, avl tree, tree, zuul spring"
Data Structures,What is Red-Black tree?,"keywords: red black, red, black tree, black"
Data Structures,What is a heap?,"keywords: heap, zuul spring, does docker, does executorservice"
Data Structures,What is min heap vs max heap?,"keywords: heap, heap vs, vs max, min heap"
Data Structures,What is a trie?,"keywords: trie, does java, does docker, does entity"
Data Structures,What is a graph?,"keywords: graph, does differ, does entity, does executorservice"
Data Structures,What is difference between directed and undirected graph?,"keywords: difference directed, undirected graph, undirected, directed undirected"
Data Structures,What is BFS vs DFS traversal?,"keywords: bfs vs, dfs traversal, vs dfs, traversal"
Data Structures,What is Dijkstra’s algorithm?,"keywords: dijkstra algorithm, dijkstra, algorithm, does hashmap"
Data Structures,What is Bellman-Ford algorithm?,"keywords: bellman, ford algorithm, ford, bellman ford"
Algorithm,What is binary search algorithm?,"keywords: search algorithm, binary search, search, binary"
Algorithm,What is linear search algorithm?,"keywords: linear, linear search, search algorithm, search"
Algorithm,What is bubble sort algorithm?,"keywords: bubble, bubble sort, sort algorithm, sort"
Algorithm,What is selection sort algorithm?,"keywords: selection, selection sort, sort algorithm, sort"
Algorithm,What is insertion sort algorithm?,"keywords: insertion, insertion sort, sort algorithm, sort"
Algorithm,What is merge sort algorithm?,"keywords: merge sort, merge, sort algorithm, sort"
Algorithm,What is quicksort algorithm?,"keywords: quicksort algorithm, quicksort, algorithm, zuul spring"
Algorithm,What is heapsort algorithm?,"keywords: heapsort algorithm, heapsort, algorithm, does hashset"
Algorithm,What is radix sort algorithm?,"keywords: radix, radix sort, sort algorithm, sort"
Algorithm,What is counting sort algorithm?,"keywords: counting sort, counting, sort algorithm, sort"
Algorithm,What is bucket sort algorithm?,"keywords: bucket, bucket sort, sort algorithm, sort"
Algorithm,What is topological sort algorithm?,"keywords: topological, topological sort, sort algorithm, sort"
Algorithm,What is Kruskal’s algorithm?,"keywords: kruskal algorithm, kruskal, algorithm, zuul spring"
Algorithm,What is Prim’s algorithm?,"keywords: prim algorithm, prim, algorithm, zuul spring"
Algorithm,What is Floyd-Warshall algorithm?,"keywords: floyd, warshall algorithm, warshall, floyd warshall"
Algorithm,What is KMP algorithm?,"keywords: kmp, kmp algorithm, algorithm, zuul spring"
Algorithm,What is Rabin-Karp algorithm?,"keywords: rabin, rabin karp, karp, karp algorithm"
Algorithm,What is Boyer-Moore algorithm?,"keywords: boyer, boyer moore, moore algorithm, moore"
Algorithm,What is dynamic programming and give an example?,"keywords: programming example, dynamic programming, programming, dynamic"
Algorithm,What is greedy algorithm and give an example?,"keywords: algorithm example, greedy algorithm, greedy, example"
Algorithm,What is divide and conquer and give an example?,"keywords: conquer example, divide, conquer, divide conquer"
Algorithm,What is backtracking and give an example?,"keywords: backtracking example, backtracking, example, zuul spring"
Cloud,What is cloud computing?,"keywords: cloud computing, computing, cloud, does lazy"
Cloud,"What are cloud service models (IaaS, PaaS, SaaS)?","keywords: saas, iaas, service models, models iaas"
Cloud,"What are cloud deployment models (public, private, hybrid)?","keywords: models public, cloud deployment, hybrid, private hybrid"
Cloud,What is multi-tenancy in cloud?,"keywords: tenancy cloud, tenancy, multi tenancy, multi"
Cloud,What is elasticity in cloud computing?,"keywords: elasticity, elasticity cloud, cloud computing, computing"
Cloud,What is scalability in cloud computing?,"keywords: scalability cloud, scalability, cloud computing, computing"
Cloud,What is fault tolerance in cloud computing?,"keywords: tolerance cloud, fault tolerance, fault, tolerance"
Cloud,What is high availability in cloud computing?,"keywords: availability cloud, high availability, availability, cloud computing"
Cloud,What is disaster recovery in cloud?,"keywords: recovery cloud, disaster, disaster recovery, recovery"
Cloud,What is serverless computing?,"keywords: serverless computing, serverless, computing, zuul spring"
Cloud (AWS),What is Amazon EC2?,"keywords: amazon ec2, ec2, amazon, zuul spring"
Cloud (AWS),What is Amazon S3?,"keywords: amazon s3, amazon, zuul spring"
Cloud (AWS),What is Amazon RDS?,"keywords: amazon rds, rds, amazon, zuul spring"
Cloud (AWS),What is Amazon Lambda?,"keywords: amazon lambda, lambda, amazon, does entity"
Cloud (AWS),What is Amazon DynamoDB?,"keywords: amazon dynamodb, dynamodb, amazon, does lazy"
Cloud (AWS),What is Amazon CloudFront?,"keywords: amazon cloudfront, cloudfront, amazon, does work"
Cloud (AWS),What is Amazon VPC?,"keywords: amazon vpc, vpc, amazon, zuul spring"
Cloud (AWS),What is AWS Auto Scaling?,"keywords: aws auto, auto scaling, auto, scaling"
Cloud (AWS),What is EKS in AWS?,"keywords: eks aws, eks, aws, dom"
Cloud (AWS),What is ECS in AWS?,"keywords: ecs aws, ecs, aws, zuul spring"
Cloud (AWS),What is difference between S3 and EBS?,"keywords: s3 ebs, ebs, difference s3"
Cloud (Kubernetes),What is difference between Kubernetes and Docker Swarm?,"keywords: difference kubernetes, kubernetes docker, swarm, docker swarm"
Cloud (Kubernetes),What is a pod in Kubernetes?,"keywords: pod kubernetes, pod, kubernetes, does java"
Cloud (Kubernetes),What is a deployment in Kubernetes?,"keywords: deployment kubernetes, deployment, kubernetes, zuul spring"
Cloud (Kubernetes),What is a replica set in Kubernetes?,"keywords: set kubernetes, replica set, set, replica"
Cloud (Kubernetes),What is a Job in Kubernetes?,"keywords: job kubernetes, job, kubernetes, does prevent"
Cloud (Kubernetes),What is a CronJob in Kubernetes?,"keywords: cronjob, cronjob kubernetes, kubernetes, zuul spring"
Cloud (Kubernetes),What is a namespace in Kubernetes?,"keywords: namespace, namespace kubernetes, kubernetes, zuul spring"
Cloud (Kubernetes),What is ConfigMap in Kubernetes?,"keywords: configmap kubernetes, configmap, kubernetes, zuul spring"
Cloud (Kubernetes),What is Secret in Kubernetes?,"keywords: secret kubernetes, secret, kubernetes, does help"
Cloud (Kubernetes),What is Service in Kubernetes?,"keywords: service kubernetes, service, kubernetes, does improve"
Cloud (Kubernetes),What is Ingress in Kubernetes?,"keywords: ingress kubernetes, ingress, kubernetes, does executorservice"
DevOps,What is DevOps?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: devops, zuul spring, docker compose, does executorservice"
DevOps,What are benefits of DevOps?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: benefits devops, benefits, devops, does hashset"
DevOps,What is CI/CD?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: ci cd, does prevent"
DevOps,What is Continuous Integration?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: continuous integration, continuous, integration, does prevent"
DevOps,What is Continuous Deployment?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: continuous deployment, continuous, deployment, zuul spring"
DevOps,What is Continuous Delivery?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: continuous delivery, delivery, continuous, does prevent"
DevOps,What is difference between Continuous Deployment and Delivery?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: deployment delivery, difference continuous, continuous deployment, delivery"
DevOps,"What are popular IaC tools? (Terraform, Ansible, CloudFormation)","CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: ansible cloudformation, iac tools, popular iac, popular"
DevOps,What is containerization?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: containerization, docker compose, does entity, does executorservice"
DevOps,What is difference between Docker and VM?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: docker vm, difference docker, docker"
DevOps,What is Dockerfile?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: dockerfile, does docker, does executorservice, does hashmap"
